"","V1"
"1",202.838037646368
"2",299.268118593474
"3",240.181915023461
"4",255.720099730547
"5",298.034505607016
"6",318.890824052464
"7",318.890824052464
"8",272.868800920284
"9",284.124783051148
"10",299.305274367845
"11",309.701981356218
"12",311.776478939589
"13",312.533688482297
"14",313.836786705481
"15",318.57461023998
"16",318.57461023998
"17",315.344068466142
"18",319.566361634885
"19",317.492019050202
"20",319.788863288702
"21",318.120429314094
"22",320.055724698671
"23",319.396991202422
"24",320.811765912403
"25",320.321668492267
"26",320.891300417614
"27",320.891300417614
"28",313.452248456402
"29",316.091756819232
"30",317.718461610582
"31",319.969776515381
"32",319.504856349202
"33",320.970239956474
"34",320.745494907084
"35",321.123473295246
"36",321.123473295246
"37",319.555967379792
"38",318.731088773443
"39",314.589940921875
"40",319.490209096986
"41",319.490209096986
"42",307.586261035155
"43",314.434578713117
"44",320.298644769446
"45",319.480413867391
"46",320.203359350839
"47",320.933652462342
"48",320.933652462342
"49",319.976195125928
"50",320.420883110515
"51",321.054054403861
"52",320.914426308416
"53",321.200043167131
"54",321.200043167131
"55",320.34283929089
"56",320.984890785626
"57",320.984890785626
"58",308.530844144303
"59",316.90919445984
"60",314.925874747862
"61",320.234758861711
"62",319.547546954149
"63",320.773359448686
"64",320.773359448686
"65",288.983934469964
"66",301.094998326302
"67",313.589174208837
"68",316.820108343814
"69",319.521507901817
"70",317.265218005237
"71",318.76798789798
"72",320.665812962816
"73",320.665812962816
"74",317.842843108622
"75",319.132589114647
"76",320.683423167361
"77",320.148843057309
"78",320.862665134342
"79",320.475522423643
"80",320.980506416233
"81",320.980506416233
"82",319.072849159905
"83",320.636499027714
"84",320.043268986719
"85",320.815499239956
"86",320.546369134527
"87",321.089853103544
"88",321.089853103544
"89",316.920204188418
"90",319.595378582116
"91",317.58188482098
"92",319.828920151142
"93",319.828920151142
"94",311.258248841579
"95",317.90877155441
"96",314.085004579128
"97",316.51507774862
"98",319.65199669391
"99",319.65199669391
"100",316.277561685829
"101",319.484085189323
"102",319.484085189323
"103",305.154006346098
"104",318.881101623633
"105",318.881101623633
"106",280.70496521242
"107",290.884785557344
"108",313.694561774886
"109",302.31975660445
"110",308.632431810785
"111",311.043898916652
"112",311.968064238619
"113",313.717617413276
"114",315.984226983165
"115",318.06427855708
