"","V1"
"1",139.253736245952
"2",205.994257159425
"3",163.94691475191
"4",174.525649873884
"5",204.719057640138
"6",220.76321267372
"7",220.76321267372
"8",186.408877871238
"9",194.385326962161
"10",205.484161330714
"11",213.349966081258
"12",214.970534791065
"13",215.568949939227
"14",216.605621052417
"15",220.501381819176
"16",220.501381819176
"17",217.822631338853
"18",221.328262631367
"19",219.575821179445
"20",221.51623597972
"21",220.098338997182
"22",221.743024689197
"23",221.175447713812
"24",222.394443795405
"25",221.966905359889
"26",222.46382603765
"27",222.46382603765
"28",216.30057652057
"29",218.42696378792
"30",219.763954511104
"31",221.669817575313
"32",221.268754710291
"33",222.532866251676
"34",222.335539800759
"35",222.667405325991
"36",222.667405325991
"37",221.319505166565
"38",220.630749255366
"39",217.217003364475
"40",221.264149883794
"41",221.264149883794
"42",211.710124113609
"43",217.119059199584
"44",221.950822932672
"45",221.245020308676
"46",221.864864587481
"47",222.500844743148
"48",222.500844743148
"49",221.668888342624
"50",222.053232488885
"51",222.606368475972
"52",222.483435615382
"53",222.734901463732
"54",222.734901463732
"55",221.985441634887
"56",222.54569959586
"57",222.54569959586
"58",212.439068476608
"59",219.145889025478
"60",217.505735790249
"61",221.896043314676
"62",221.302792099959
"63",222.361002447301
"64",222.361002447301
"65",197.878069012248
"66",206.83209091545
"67",216.418436059838
"68",219.021539124525
"69",221.290486898614
"70",219.388170072649
"71",220.644244915811
"72",222.267571266183
"73",222.267571266183
"74",219.867101271522
"75",220.950758578191
"76",222.282849075231
"77",221.817657080763
"78",222.438825563216
"79",222.100332662608
"80",222.541858466114
"81",222.541858466114
"82",220.899956462853
"83",222.242157879638
"84",221.726682135396
"85",222.397696644112
"86",222.162139026862
"87",222.637826384658
"88",222.637826384658
"89",219.103932141857
"90",221.352721316901
"91",219.650297128768
"92",221.550182478052
"93",221.550182478052
"94",214.564293611844
"95",219.955000433015
"96",216.806300200329
"97",218.772478256763
"98",221.400492559622
"99",221.400492559622
"100",218.577625655932
"101",221.258998973222
"102",221.258998973222
"103",209.937726677839
"104",220.75513826668
"105",220.75513826668
"106",191.938912385353
"107",199.275650022709
"108",216.614458655736
"109",207.712111205163
"110",212.521416169746
"111",214.394782534019
"112",215.122223007482
"113",216.510750606711
"114",218.340016048273
"115",220.052364804165
"116",221.865303717043
"117",221.105094839694
"118",222.225551145167
"119",221.742700724933
"120",222.133550984159
"121",222.34014888766
"122",222.407071492636
"123",222.646518522867
"124",222.439773078516
"125",222.653846931078
"126",222.653846931078
"127",222.622613715142
"128",222.582921736632
"129",222.062931965556
"130",222.518436742883
"131",222.518436742883
"132",219.868733555913
"133",221.723674804854
"134",220.66626102115
"135",221.236329798344
"136",221.748847875299
"137",222.220750401633
"138",222.552976242771
"139",222.708295176028
"140",222.793841805049
"141",222.761934001451
"142",222.819712424888
"143",222.819712424888
"144",222.76678934649
"145",222.641523667561
"146",222.449779721527
"147",221.572348481378
"148",221.749673809847
"149",221.85955099399
"150",222.394291413555
"151",221.953888250073
"152",222.405229381646
"153",222.808245620768
"154",222.808245620768
"155",222.066662094479
"156",222.166039308817
"157",222.544237804677
"158",222.291567430399
"159",222.371285505425
"160",222.437802895115
