"","V1"
"1",188.759178266519
"2",278.654289143312
"3",223.289595442182
"4",237.734154908427
"5",277.406272299336
"6",297.228800442795
"7",297.228800442795
"8",253.72738664153
"9",264.268025151212
"10",278.564966624602
"11",288.417932770673
"12",290.395525175456
"13",291.118895809671
"14",292.365267880416
"15",296.924140593538
"16",296.924140593538
"17",293.810841996124
"18",297.880865062087
"19",295.874934543021
"20",298.096028584849
"21",296.480865818919
"22",298.354369411999
"23",297.715058567071
"24",299.088118871991
"25",298.611390246498
"26",299.165483848403
"27",299.165483848403
"28",291.997660471241
"29",294.528057981847
"30",296.093244864173
"31",298.271130961374
"32",297.819821170904
"33",299.242306184171
"34",299.023433329001
"35",299.391535804378
"36",299.391535804378
"37",297.870818609968
"38",297.074858987977
"39",293.088303185432
"40",297.807270778248
"41",297.807270778248
"42",286.40393659287
"43",292.945296115387
"44",298.58981577879
"45",297.79554338027
"46",298.496547020793
"47",299.206695459381
"48",299.206695459381
"49",298.276027720829
"50",298.707853244149
"51",299.32391305347
"52",299.187864422572
"53",299.466159291993
"54",299.466159291993
"55",298.631997594985
"56",299.256568098185
"57",299.256568098185
"58",287.302390614579
"59",295.32464093295
"60",293.41428130132
"61",298.527868303384
"62",297.860683292092
"63",299.050772861278
"64",299.050772861278
"65",268.830235452691
"66",280.259689358045
"67",292.130583172152
"68",295.227995992325
"69",297.837515310489
"70",295.656444339242
"71",297.106833456014
"72",298.946239262905
"73",298.946239262905
"74",296.213118664369
"75",297.459098273242
"76",298.963351799782
"77",298.443589250526
"78",299.137625514685
"79",298.760886709385
"80",299.252299981046
"81",299.252299981046
"82",297.401258265488
"83",298.917757448789
"84",298.341124911313
"85",299.091749558866
"86",298.829801670309
"87",299.358781800279
"88",299.358781800279
"89",295.324333395118
"90",297.908913397744
"91",295.961533374968
"92",298.134786551556
"93",298.134786551556
"94",289.901188277984
"95",296.283691534536
"96",292.603383238277
"97",294.934852455124
"98",297.963651483534
"99",297.963651483534
"100",294.706395586449
"101",297.801353607565
"102",297.801353607565
"103",284.114265884531
"104",297.21942812134
"105",297.21942812134
"106",261.059998728243
"107",270.622340288828
"108",292.255927105774
"109",281.409669786518
"110",287.399906023319
"111",289.696391719662
"112",290.578610882269
"113",292.251271558126
"114",294.424902497643
"115",296.426874721925
"116",298.493068223371
"117",297.636170482763
"118",298.899134524906
"119",298.359106998769
"120",298.797989533029
"121",299.028640513909
"122",299.103106689626
"123",299.368410205615
"124",299.13945428086
"125",299.376525898244
"126",299.376525898244
"127",299.341924057374
"128",299.297901430608
"129",298.719025586239
"130",299.226263655068
"131",299.226263655068
"132",296.214725040209
"133",298.332382547107
"134",297.134731747452
"135",297.785885104414
"136",298.365958641917
"137",298.895364145567
"138",299.264990030178
"139",299.43685528662
"140",299.531187368678
"141",299.496034147129
"142",299.559689350272
"143",299.559689350272
"144",299.501356681369
"145",299.362877661502
"146",299.149834453608
"147",298.166978511344
"148",298.367119234181
"149",298.490818015225
"150",299.087948781472
"151",298.596788123401
"152",299.100483817162
"153",299.547059319323
"154",299.547059319323
"155",298.723230172383
"156",298.834408599494
"157",299.254943871535
"158",298.974502167246
"159",299.063305496598
"160",299.137249934032
"161",299.403710334737
"162",299.403710334737
"163",299.338903189779
"164",299.201464711999
"165",299.469443416353
"166",299.469443416353
"167",299.203384569724
"168",298.926084266337
"169",299.47759859789
"170",299.47759859789
"171",298.676822314703
"172",299.330315031505
"173",299.330315031505
"174",298.257852032971
"175",299.273600210511
"176",299.273600210511
"177",293.567853976717
"178",295.466436847194
"179",298.317172277842
"180",296.98255974532
"181",297.391249204561
"182",298.43720496347
"183",299.413211599084
"184",299.413211599084
"185",298.655562626237
"186",298.537435039061
"187",296.43883109615
"188",298.52466102241
"189",299.078000364703
"190",299.503666030293
"191",299.503666030293
"192",299.177211567324
"193",298.99655156509
"194",293.361162161812
"195",296.862100832071
"196",299.002215195845
"197",298.518223025842
"198",298.725318458835
"199",298.782865875762
"200",299.002193402238
"201",299.394456175303
"202",299.394456175303
"203",298.817000887805
"204",299.223408009755
"205",298.8716750929
"206",299.162285473384
"207",299.494462725753
"208",299.494462725753
"209",299.269516835275
"210",299.191854542724
"211",298.916310160567
"212",299.16757537468
"213",299.405216169472
"214",299.322338238779
"215",299.514895634877
"216",299.514895634877
"217",299.36647072333
"218",295.094202749236
"219",297.147116039659
"220",299.19809644172
