"","V1"
"1",181.509974735684
"2",268.047681021574
"3",214.570817509928
"4",228.44948474121
"5",266.782673779058
"6",286.109930817303
"7",286.109930817303
"8",243.848917209786
"9",254.025667140257
"10",267.881087080058
"11",277.469249417793
"12",279.401162544268
"13",280.108813855681
"14",281.329076316365
"15",285.810213230272
"16",285.810213230272
"17",282.746899340275
"18",286.752203498955
"19",284.774012921303
"20",286.964391533055
"21",285.370423447805
"22",287.219342329519
"23",286.587370475608
"24",287.944668687138
"25",287.472706483577
"26",288.021260154051
"27",288.021260154051
"28",280.969293420669
"29",283.45043586804
"30",284.988872142932
"31",287.137173713907
"32",286.690980763475
"33",288.097337989527
"34",287.880484545614
"35",288.245190755694
"36",288.245190755694
"37",286.742299227812
"38",285.958458981086
"39",282.038693012134
"40",286.679657315281
"41",286.679657315281
"42",275.503636936159
"43",281.902306484236
"44",287.451883061409
"45",286.666620177287
"46",287.359167251675
"47",288.062069416968
"48",288.062069416968
"49",287.141145339195
"50",287.568175394727
"51",288.178180379505
"52",288.043342010939
"53",288.319161222976
"54",288.319161222976
"55",287.493116920938
"56",288.11146432093
"57",288.11146432093
"58",276.380047109097
"59",284.239933857322
"60",282.36087183809
"61",287.390682434239
"62",286.731003107251
"63",287.907704431124
"64",287.907704431124
"65",258.437955241291
"66",269.529363864949
"67",281.100697845226
"68",284.137847549814
"69",286.709469280545
"70",284.559084263285
"71",285.987579856898
"72",287.804267700954
"73",287.804267700954
"74",285.106824467425
"75",286.334769344973
"76",287.821197855759
"77",287.306785623025
"78",287.993677636994
"79",287.620603280993
"80",288.107236691929
"81",288.107236691929
"82",286.27768361095
"83",287.776091856967
"84",287.205495736423
"85",287.948262548982
"86",287.688829689821
"87",288.212730944811
"88",288.212730944811
"89",284.232555834736
"90",286.779856396708
"91",284.859217070024
"92",287.002627944624
"93",287.002627944624
"94",278.9180413304
"95",285.180840434161
"96",281.562658425881
"97",283.849942295121
"98",286.833829219735
"99",286.833829219735
"100",283.625440033009
"101",286.673825071794
"102",286.673825071794
"103",273.285413769309
"104",286.100707205501
"105",286.100707205501
"106",250.9248532976
"107",260.175913060306
"108",281.239303101296
"109",270.641562637182
"110",276.475742601284
"111",278.71767874152
"112",279.580309760094
"113",281.217458594309
"114",283.349242764343
"115",285.317378951135
"116",287.356307503344
"117",286.509334627083
"118",287.757670614793
"119",287.223280405997
"120",287.657326035545
"121",287.885629773685
"122",287.959374333187
"123",288.222272394875
"124",287.99537556619
"125",288.230315099698
"126",288.230315099698
"127",288.196026391281
"128",288.152409435553
"129",287.579183677563
"130",288.081448962167
"131",288.081448962167
"132",285.108447236799
"133",287.19763593921
"134",286.014698967189
"135",286.657053459508
"136",287.230064006452
"137",287.753706328805
"138",288.119757268185
"139",288.290097300494
"140",288.383640169586
"141",288.348776447281
"142",288.411907427255
"143",288.411907427255
"144",288.354059055537
"145",288.21678976775
"146",288.005765320343
"147",287.03339239823
"148",287.231177655094
"149",287.353466643052
"150",287.944500323057
"151",287.458263137903
"152",287.956860641069
"153",288.399380956614
"154",288.399380956614
"155",287.583339589667
"156",287.693352782925
"157",288.109855493196
"158",287.832027873579
"159",287.919956111259
"160",287.99319434514
"161",288.257257104326
"162",288.257257104326
"163",288.193033101557
"164",288.056814827002
"165",288.322417165755
"166",288.322417165755
"167",288.058790599543
"168",287.784185641192
"169",288.330502571613
"170",288.330502571613
"171",287.53749134743
"172",288.184523555331
"173",288.184523555331
"174",287.123378008201
"175",288.12833560795
"176",288.12833560795
"177",282.507879919128
"178",284.372640839495
"179",287.182620591125
"180",285.864672972871
"181",286.267620316311
"182",287.300749230697
"183",288.266674384031
"184",288.266674384031
"185",287.516851407868
"186",287.400132996009
"187",285.330219900519
"188",287.386947465653
"189",287.934566572357
"190",288.356348941915
"191",288.356348941915
"192",288.032872683258
"193",287.85404691694
"194",282.305722686291
"195",285.74670661809
"196",287.859651135271
"197",287.380578253649
"198",287.585404680952
"199",287.642345158593
"200",287.859458062072
"201",288.248085118506
"202",288.248085118506
"203",287.676123941298
"204",288.078620750558
"205",287.730235864753
"206",288.018019023187
"207",288.347223341189
"208",288.347223341189
"209",288.124290681189
"210",288.047372607142
"211",287.774437320051
"212",288.023232432632
"213",288.258749602598
"214",288.176585615669
"215",288.36748424506
"216",288.36748424506
"217",288.220350396635
"218",284.006341339261
"219",286.027880796021
"220",288.053553788666
"221",288.053553788666
"222",284.301422553146
"223",284.642487674724
"224",285.182986201065
"225",286.377906837477
"226",287.797003030906
"227",287.797003030906
"228",285.79818188243
"229",286.341490472513
"230",286.887102103405
"231",287.3790578872
"232",287.802126958364
"233",288.078897320534
"234",288.338171145141
"235",288.338171145141
"236",288.193213988907
"237",287.958707198356
"238",288.337883013907
"239",288.337883013907
"240",287.801505324844
"241",287.08423503394
"242",287.970302629603
"243",287.970302629603
"244",286.919556542875
"245",288.113218079238
"246",287.792803797353
"247",288.148080039332
"248",287.871969705228
"249",288.187498643574
"250",288.187498643574
"251",285.720602939023
"252",286.801603289969
"253",287.36050360491
"254",288.096760202622
"255",287.865481913959
"256",288.231828461803
"257",288.231828461803
"258",287.762386574391
"259",286.630606943835
"260",286.961153108705
"261",287.408448916248
"262",287.743105006926
"263",287.949966536888
"264",288.067345969128
"265",288.307983510388
"266",288.307983510388
"267",288.031197976549
"268",288.106307047589
"269",288.138192729018
"270",288.197043121124
"271",288.342285435365
"272",288.342285435365
"273",288.245159916337
"274",288.388895859064
"275",288.388895859064
"276",288.285267096838
"277",288.273636528252
"278",287.961073408544
"279",287.997020030908
"280",288.230674196812
"281",288.230674196812
"282",288.223481579066
"283",287.78070815706
"284",288.23078016119
"285",288.23078016119
"286",287.278145848594
"287",287.341414232332
"288",287.463006207892
"289",287.589579426674
"290",288.062635081716
"291",288.062635081716
"292",288.010264142558
"293",287.898965392987
"294",288.403148284947
"295",288.403148284947
"296",287.307832017261
"297",287.916850815284
"298",287.916850815284
"299",287.446802255429
"300",288.302846309403
"301",288.302846309403
"302",286.781329889758
"303",279.678655227052
"304",283.916725526777
"305",286.515775119748
"306",286.741062866251
"307",287.741472981336
"308",287.741472981336
