"","V1"
"1",166.511303367159
"2",245.995706853433
"3",196.682094497926
"4",209.400352038135
"5",244.763561317571
"6",262.784972606854
"7",262.784972606854
"8",223.547766385275
"9",232.926993165277
"10",245.753515964605
"11",254.673022220079
"12",256.478436864693
"13",257.14084534555
"14",258.284170400896
"15",262.502548753396
"16",262.502548753396
"17",259.615406838351
"18",263.391060789029
"19",261.521663295359
"20",263.591579274768
"21",262.084000310283
"22",263.832712369768
"23",263.233817501455
"24",264.52007562929
"25",264.072024995259
"26",264.592786653717
"27",264.592786653717
"28",257.947208735281
"29",260.276077100071
"30",261.724224145057
"31",263.754972045938
"32",263.33206072273
"33",264.665036501025
"34",264.458980323146
"35",264.805527587242
"36",264.805527587242
"37",263.381704835886
"38",262.642209983083
"39",258.950961465593
"40",263.322538206232
"41",263.322538206232
"42",252.83816904183
"43",258.827194801469
"44",264.052855387254
"45",263.30857190998
"46",263.964412532512
"47",264.631539212105
"48",264.631539212105
"49",263.757764097811
"50",264.162623786417
"51",264.741840754915
"52",264.613665605351
"53",264.875854840742
"54",264.875854840742
"55",264.091411532941
"56",264.678454992522
"57",264.678454992522
"58",253.655770734191
"59",261.026500875508
"60",259.256190742021
"61",263.994897914406
"62",263.369574562996
"63",264.484993502699
"64",264.484993502699
"65",237.001759222629
"66",247.285857738343
"67",258.071730127929
"68",260.922518947673
"69",263.350694676286
"70",261.31915670477
"71",262.667040657921
"72",264.386855218319
"73",264.386855218319
"74",261.835395500895
"75",262.994907667597
"76",264.402914984818
"77",263.914737055898
"78",264.566598538642
"79",264.21231107873
"80",264.674439103065
"81",264.674439103065
"82",262.94091071454
"83",264.360130614063
"84",263.818746838629
"85",264.523486823308
"86",264.277081338039
"87",264.774674986687
"88",264.774674986687
"89",261.011688137679
"90",263.417184458121
"91",261.601961815083
"92",263.62772891193
"93",263.62772891193
"94",256.026726120164
"95",261.910252830442
"96",258.503529123265
"97",260.651764222004
"98",263.468179735774
"99",263.468179735774
"100",260.440493527066
"101",263.317030166251
"102",263.317030166251
"103",250.785557964104
"104",262.776277497117
"105",262.776277497117
"106",230.065331168371
"107",238.611955109815
"108",258.219197674269
"109",248.31295486671
"110",253.745676049871
"111",255.839155546639
"112",256.646174770679
"113",258.179579742387
"114",260.181044121727
"115",262.034095789462
"116",263.96235083427
"117",263.159806853752
"118",264.342660001333
"119",263.835610708001
"120",264.247163078671
"121",264.463853774263
"122",264.5338877745
"123",264.783743471118
"124",264.568084137454
"125",264.791387845758
"126",264.791387845758
"127",264.758799530987
"128",264.717353731375
"129",264.173015733814
"130",264.649944749948
"131",264.649944749948
"132",261.836971912268
"133",263.812173435902
"134",262.69222961197
"135",263.299484402546
"136",263.842051115784
"137",264.338637050586
"138",264.686277480562
"139",264.848204019621
"140",264.937180419809
"141",264.904013463902
"142",264.96407195137
"143",264.96407195137
"144",264.909043362786
"145",264.77853256156
"146",264.578074718948
"147",263.655700818464
"148",263.843068860336
"149",263.958968466444
"150",264.519915824181
"151",264.058327731606
"152",264.531594508056
"153",264.952154617537
"154",264.952154617537
"155",264.176953658265
"156",264.281332960252
"157",264.676926732588
"158",264.412962175156
"159",264.496449881267
"160",264.566014647161
"161",264.816997795804
"162",264.816997795804
"163",264.755954949463
"164",264.626465365203
"165",264.878951046559
"166",264.878951046559
"167",264.628425358129
"168",264.367646484416
"169",264.88664001176
"170",264.88664001176
"171",264.133535338375
"172",264.747868397161
"173",264.747868397161
"174",263.741150045043
"175",264.694482120798
"176",264.694482120798
"177",259.39021230514
"178",261.144007819288
"179",263.797966668748
"180",262.550501517495
"181",262.931185849682
"182",263.909323962628
"183",264.825950309934
"184",264.825950309934
"185",264.114396735215
"186",264.003846736589
"187",262.047398119386
"188",263.990726310459
"189",264.510390230929
"190",264.911221304904
"191",264.911221304904
"192",264.60381315909
"193",264.434078764864
"194",259.201028996689
"195",262.439944319825
"196",264.43939593027
"197",263.984684740315
"198",264.178911528796
"199",264.232931768618
"200",264.439020353102
"201",264.808278888502
"202",264.808278888502
"203",264.264982419356
"204",264.647258574691
"205",264.316335253435
"206",264.589625854338
"207",264.902541980033
"208",264.902541980033
"209",264.690639461009
"210",264.617582212394
"211",264.358311437691
"212",264.594548635098
"213",264.818416606583
"214",264.740286685987
"215",264.921812623491
"216",264.921812623491
"217",264.781916710008
"218",260.798731242484
"219",262.705766807625
"220",264.623452123686
"221",264.623452123686
"222",261.076514821591
"223",261.397718474738
"224",261.907237669043
"225",263.035630298097
"226",264.37996440365
"227",264.37996440365
"228",262.48769905858
"229",263.001060299133
"230",263.517189476975
"231",263.983272104737
"232",264.384580400044
"233",264.64744972312
"234",264.893932886758
"235",264.893932886758
"236",264.756126849012
"237",264.533296149733
"238",264.893658866278
"239",264.893658866278
"240",264.384234973492
"241",263.703911708102
"242",264.544407916035
"243",264.544407916035
"244",263.548242231146
"245",264.680120938923
"246",264.37572243925
"247",264.713240337615
"248",264.450882649346
"249",264.750695559699
"250",264.750695559699
"251",262.41474638734
"252",263.436256321794
"253",263.965703867544
"254",264.664487685605
"255",264.444732628524
"256",264.792826290917
"257",264.792826290917
"258",264.347132457387
"259",263.274433913116
"260",263.587328494579
"261",264.011101992701
"262",264.328567536909
"263",264.524951984454
"264",264.636466037553
"265",264.865225912406
"266",264.865225912406
"267",264.602117652976
"268",264.673483332373
"269",264.703786900333
"270",264.759727145403
"271",264.897845732124
"272",264.897845732124
"273",264.805476959068
"274",264.942180011225
"275",264.942180011225
"276",264.843626711796
"277",264.832569136365
"278",264.535501615976
"279",264.569646273576
"280",264.791729165246
"281",264.791729165246
"282",264.784892748092
"283",264.364267719436
"284",264.791829883823
"285",264.791829883823
"286",263.887575736785
"287",263.947544316982
"288",264.062825339652
"289",264.182873078589
"290",264.632076422211
"291",264.632076422211
"292",264.582346119385
"293",264.476644120615
"294",264.955738663105
"295",264.955738663105
"296",263.915711738691
"297",264.493673613666
"298",264.493673613666
"299",264.047734448216
"300",264.860341138498
"301",264.860341138498
"302",263.418576535588
"303",256.738238552258
"304",260.716567923596
"305",263.165811487048
"306",263.378962167952
"307",264.327299426482
"308",264.327299426482
"309",264.170876765249
"310",264.145869464075
"311",259.120187910697
"312",262.752887623205
"313",264.746736169006
"314",264.746736169006
"315",262.446282875076
"316",264.527381833495
"317",264.19885169782
"318",264.396713265922
"319",264.526486120115
"320",264.822097755636
"321",264.822097755636
"322",264.712783860106
"323",264.700292205618
"324",257.85846870986
"325",259.687293566207
"326",260.584312159782
"327",263.438113195064
"328",261.866917540721
"329",262.91428378913
"330",263.970190394541
"331",264.72688379674
"332",264.593806394497
"333",264.773128019403
"334",264.901106548875
"335",264.809380821462
"336",264.907089085692
"337",264.907089085692
"338",264.871637688099
"339",263.822063759847
"340",264.522014405406
"341",264.926315369317
"342",264.926315369317
"343",264.379689727091
"344",264.670267083316
"345",264.876741000063
"346",264.761335154893
"347",264.884563922553
"348",264.884563922553
"349",264.594302998028
"350",264.804179105988
"351",264.804179105988
"352",262.97323737392
"353",264.33113052969
"354",264.33113052969
"355",261.339339399339
"356",263.347496133293
"357",264.126923649766
"358",264.674551250869
"359",264.674551250869
"360",263.980640246605
"361",264.082672144736
"362",264.226620301889
"363",264.390451950585
"364",264.732190429966
"365",264.732190429966
"366",264.674845681703
"367",264.18222105032
"368",264.313980122198
"369",264.407574806156
"370",264.721956390609
"371",264.699352122867
"372",264.9755482086
"373",264.9755482086
"374",264.423360862586
"375",264.537543239693
"376",264.658060132541
"377",264.779161229614
"378",264.890880143006
"379",264.962095377326
"380",264.962095377326
"381",264.92614303062
"382",264.852216897589
"383",264.809021125474
"384",264.736740546921
"385",264.634270975095
"386",264.062720456229
"387",264.107801184047
"388",264.184756907491
"389",264.631840493922
"390",264.290135438423
"391",264.454714926011
"392",264.594234663613
"393",264.814697231813
"394",264.814697231813
"395",264.78536234054
"396",264.652487820112
"397",264.969607204335
"398",264.969607204335
"399",264.205568221868
"400",264.353356438391
"401",264.439592950162
"402",264.732007066348
"403",264.732007066348
"404",264.466347004065
"405",264.544646800022
"406",264.648755932473
"407",264.718088141758
"408",264.731834483349
"409",264.786183347494
"410",264.915459800158
"411",264.857311356774
"412",264.893752446484
"413",264.915951170707
"414",264.956712068205
"415",264.991834005699
"416",264.991834005699
"417",264.961692120793
"418",264.940051654263
"419",264.985533736522
"420",264.985533736522
"421",264.939731194957
"422",264.869947590392
"423",264.747698602768
"424",264.885326229911
"425",264.779898641225
"426",264.894065017753
"427",264.797028982765
"428",264.902050643886
"429",264.89413427582
"430",264.989031504535
"431",264.989031504535
"432",264.856621244989
"433",264.610978493421
"434",264.698126774308
"435",264.828857276182
"436",264.903892070276
"437",264.922563344701
"438",264.966223534184
"439",264.966223534184
"440",264.953429555083
"441",264.947743632515
"442",264.784149439529
"443",264.816502238801
"444",264.828962841922
"445",264.916459336847
"446",264.842707625576
"447",264.924406925318
"448",264.924406925318
"449",264.833859653991
"450",264.92125839823
"451",264.92125839823
"452",264.904247231158
"453",264.820538801591
"454",264.75716731746
"455",264.333075570267
"456",264.514860067744
"457",264.721837772685
"458",264.901412726454
"459",264.901412726454
"460",264.699321596378
"461",264.879789728463
"462",264.789836558331
"463",264.90925371598
"464",264.849953570977
"465",264.896387452463
"466",264.955054371671
"467",264.955054371671
"468",264.938685327772
"469",264.559025690847
"470",264.862504202931
"471",264.820535727922
"472",264.95610468149
"473",264.95610468149
"474",264.215683459098
"475",264.39146582168
"476",264.725488730052
"477",264.446607818939
"478",264.734490960846
"479",264.464697072381
"480",264.611846812665
"481",264.87345057964
"482",264.87345057964
"483",264.742549199069
"484",264.53813360085
"485",264.862240683894
"486",264.862240683894
"487",263.972926386016
"488",260.461062511666
"489",261.537327579641
"490",262.497526953074
"491",263.168274832316
"492",263.876745494681
"493",264.497283671352
"494",264.775477390597
"495",264.775477390597
"496",264.732271407937
"497",263.30819406119
"498",264.248605438218
"499",264.248605438218
"500",263.739742342239
"501",264.671129709346
"502",264.671129709346
"503",263.62023369092
"504",263.37376993072
"505",260.031668273477
"506",264.948863420395
"507",264.948863420395
"508",242.90723224374
"509",257.634613683433
"510",262.191788858547
"511",263.801003109332
"512",264.940203379601
"513",264.940203379601
"514",263.871974381035
"515",262.536225699789
"516",263.838270795046
"517",264.74195941794
"518",264.74195941794
"519",263.302558496681
"520",264.160857988005
"521",264.885517510392
"522",264.885517510392
"523",263.636928730429
"524",264.154756931678
"525",264.572364017971
"526",264.6636615995
"527",264.838488215663
"528",264.723304096487
"529",264.885750998484
"530",264.885750998484
"531",264.828243470022
"532",264.535415687515
"533",264.69302002952
"534",264.901103973156
"535",264.901103973156
"536",264.595976553038
"537",264.683162213342
"538",264.876804930579
"539",264.876804930579
"540",264.625009538165
"541",264.652084587197
"542",264.834477701545
"543",264.669565284628
"544",264.682554416876
"545",264.696515934792
"546",264.704494366754
"547",264.774792448947
"548",264.919457603379
"549",264.919457603379
"550",264.854716610227
"551",264.851435574195
"552",264.729685848856
"553",264.874077742425
"554",264.987619999554
"555",264.987619999554
"556",264.789675592751
"557",264.828311016584
"558",264.866223845768
"559",264.942675776555
"560",264.942675776555
"561",264.921295698482
"562",264.905430712019
"563",264.837947438349
"564",264.821105668362
"565",264.013843518449
"566",264.442125482538
"567",264.82793112569
"568",264.82793112569
"569",264.434930278423
"570",264.790480506741
"571",264.967183816443
"572",264.967183816443
"573",264.739645544319
"574",264.918375845786
"575",264.918375845786
"576",258.913768937995
"577",263.81207271051
"578",264.210918856352
"579",264.691799560615
"580",264.691799560615
"581",264.416640994313
"582",264.878342857455
"583",264.878342857455
"584",264.329152089041
"585",215.916202308758
"586",243.229771059885
"587",260.711677466083
"588",256.117746001248
"589",261.961709847944
"590",264.724117363995
"591",264.572629745726
"592",264.854403275804
"593",264.854403275804
"594",259.618232889536
"595",261.084136984668
"596",263.484366893986
"597",263.484366893986
"598",263.159633710301
"599",245.24555070035
"600",257.027217810063
"601",259.216882020573
"602",261.326427128466
"603",263.751018828513
"604",263.751018828513
"605",261.608307587874
"606",263.956154499189
"607",263.956154499189
"608",257.989777806044
"609",258.605734993269
"610",260.389958419101
"611",261.529124636652
"612",261.560792794889
"613",262.032910997208
"614",262.775660319581
"615",263.393981023436
"616",264.388353888878
"617",263.824205852308
"618",264.376652651366
"619",264.885429738726
"620",264.885429738726
"621",264.500834321196
"622",263.339533626655
"623",263.730211998132
"624",263.879763839553
"625",264.47641138866
"626",263.920861700275
"627",263.998387697123
"628",264.113133737978
"629",264.202873922537
