"","V1"
"1",152.94766706516
"2",226.108446021414
"3",180.38483954146
"4",192.040013577541
"5",224.851383885434
"6",241.907400230974
"7",241.907400230974
"8",205.065359238402
"9",213.751775263539
"10",225.729055627245
"11",234.133415800181
"12",235.848960589194
"13",236.480319714179
"14",237.571957231876
"15",241.634884475194
"16",241.634884475194
"17",238.847984403667
"18",242.493786567712
"19",240.680408285234
"20",242.688296225774
"21",241.223611345913
"22",242.92256853031
"23",242.338599847515
"24",243.592800717129
"25",243.154490101565
"26",243.663931101631
"27",243.663931101631
"28",237.250471091972
"29",239.481430187277
"30",240.876035270418
"31",242.846995170772
"32",242.434493927085
"33",243.734658136879
"34",243.532738431397
"35",243.872328936386
"36",243.872328936386
"37",242.484717458797
"38",241.769591349778
"39",238.211997181606
"40",242.427377905235
"41",242.427377905235
"42",232.393501836914
"43",238.100953836023
"44",243.136816932039
"45",242.410866913841
"46",243.049531893554
"47",243.701860873338
"48",243.701860873338
"49",242.847967195409
"50",243.243059069177
"51",243.809897141687
"52",243.684203589841
"53",243.941316582212
"54",243.941316582212
"55",243.173473473191
"56",243.747799145861
"57",243.747799145861
"58",233.167910509895
"59",240.217048461521
"60",238.509400340503
"61",243.080375926036
"62",242.470329641071
"63",243.558498152307
"64",243.558498152307
"65",217.539723429544
"66",227.171175020054
"67",237.371841572871
"68",240.102856332648
"69",242.454662089404
"70",240.48504734732
"71",241.78886073245
"72",243.462597837359
"73",243.462597837359
"74",240.983348511816
"75",242.106490704014
"76",243.478285673669
"77",243.001030808672
"78",243.638306780226
"79",243.291513788801
"80",243.743866124444
"81",243.743866124444
"82",242.054021293681
"83",243.436497031157
"84",242.907430374864
"85",243.596136694057
"86",243.354876779128
"87",243.84207941267
"88",243.84207941267
"89",240.188762712867
"90",242.519112325745
"91",240.757907030047
"92",242.723391403274
"93",242.723391403274
"94",235.419342840374
"95",241.06472158549
"96",237.782290734422
"97",239.842564078089
"98",242.568562905989
"99",242.568562905989
"100",239.63920430674
"101",242.42204109748
"102",242.42204109748
"103",230.478548348743
"104",241.899003573679
"105",241.899003573679
"106",211.094895554766
"107",219.045521521273
"108",237.543790745315
"109",228.12584903429
"110",233.254172598422
"111",235.240533284469
"112",236.008913897462
"113",237.472076611378
"114",239.390303772817
"115",241.175600721224
"116",243.048691679021
"117",242.266328690428
"118",243.419437487045
"119",242.92389192929
"120",243.325589603989
"121",243.537485843319
"122",243.606043698187
"123",243.850969671674
"124",243.639531201204
"125",243.858464431368
"126",243.858464431368
"127",243.826517882494
"128",243.78590307891
"129",243.253119301659
"130",243.719880481145
"131",243.719880481145
"132",240.984954086289
"133",242.902597870025
"134",241.812508576485
"135",242.401967413679
"136",242.930193154989
"137",243.415032816104
"138",243.755360283128
"139",243.914159134504
"140",244.001514600228
"141",243.968942477879
"142",244.027923844978
"143",244.027923844978
"144",243.973890132222
"145",243.845861075832
"146",243.649535127222
"147",242.748538304855
"148",242.93111771881
"149",243.044148073898
"150",243.592644438279
"151",243.141116488163
"152",243.603968880748
"153",244.016219320093
"154",244.016219320093
"155",243.256958194808
"156",243.358959522054
"157",243.746302403788
"158",243.487690883455
"159",243.569389377223
"160",243.637508916989
"161",243.883577313171
"162",243.883577313171
"163",243.823729807955
"164",243.696742342758
"165",243.944354945564
"166",243.944354945564
"167",243.698812621429
"168",243.443546004306
"169",243.951900685553
"170",243.951900685553
"171",243.214677050769
"172",243.815804319299
"173",243.815804319299
"174",242.83216960113
"175",243.763497064454
"176",243.763497064454
"177",238.630759877073
"178",240.317002857796
"179",242.888785964261
"180",241.675113548938
"181",242.044202025849
"182",242.996307056296
"183",243.892357587838
"184",243.892357587838
"185",243.196776492311
"186",243.089088921785
"187",241.190587924506
"188",243.075167230684
"189",243.583153631759
"190",243.976028108563
"191",243.976028108563
"192",243.674722091406
"193",243.50873405673
"194",238.45053564841
"195",241.569519329158
"196",243.513929999879
"197",243.069265954557
"198",243.258868814532
"199",243.311650670751
"200",243.513214609659
"201",243.875026910063
"202",243.875026910063
"203",243.342974239426
"204",243.717250434052
"205",243.393178909414
"206",243.660686984151
"207",243.967508338628
"208",243.967508338628
"209",243.759733115285
"210",243.68819861529
"211",243.434268118405
"212",243.665454711442
"213",243.884968774398
"214",243.808304055988
"215",243.986425763735
"216",243.986425763735
"217",243.849178748063
"218",239.983646715938
"219",241.827576027347
"220",243.69394434782
"221",243.69394434782
"222",240.251195395019
"223",240.560799104362
"224",241.052802702317
"225",242.145916365782
"226",243.455867284248
"227",243.455867284248
"228",241.614250935761
"229",242.112101806122
"230",242.613700067274
"231",243.067939354404
"232",243.459933795752
"233",243.71730791299
"234",243.959058265296
"235",243.959058265296
"236",243.82389829054
"237",243.605540491444
"238",243.958789318632
"239",243.958789318632
"240",243.460038484523
"241",242.795600082508
"242",243.616598750686
"243",243.616598750686
"244",242.644512618669
"245",243.749430759835
"246",243.451255478257
"247",243.781873055186
"248",243.524791046882
"249",243.818575100315
"250",243.818575100315
"251",241.544128850665
"252",242.534947818203
"253",243.0508360177
"254",243.734120706367
"255",243.518791147989
"256",243.859874787169
"257",243.859874787169
"258",243.423804464483
"259",242.377562831084
"260",242.682025305136
"261",243.095034230505
"262",243.405172635105
"263",243.597293790747
"264",243.706531167248
"265",243.930886953919
"266",243.930886953919
"267",243.672871929818
"268",243.742798287417
"269",243.772503461126
"270",243.827357040087
"271",243.962898742669
"272",243.962898742669
"273",243.872240616
"274",244.006423961087
"275",244.006423961087
"276",243.909696238264
"277",243.898849582419
