"","V1"
"1",199.065348129972
"2",293.910854472836
"3",235.418611606069
"4",250.647117927194
"5",292.566423569938
"6",313.587366755739
"7",313.587366755739
"8",267.522689178078
"9",278.656856445637
"10",293.781538894664
"11",304.222136966688
"12",306.320917563935
"13",307.089045788293
"14",308.412957779172
"15",313.263130741283
"16",313.263130741283
"17",309.949560406954
"18",314.281669740389
"19",312.144774074747
"20",314.510881068909
"21",312.789773759825
"22",314.786167433367
"23",314.104469257982
"24",315.568565654882
"25",315.059925103608
"26",315.651109396012
"27",315.651109396012
"28",308.022534155492
"29",310.711978406033
"30",312.377151297824
"31",314.697459384712
"32",314.216199503639
"33",315.733084319281
"34",315.499487582327
"35",315.892352823866
"36",315.892352823866
"37",314.270968767301
"38",313.423521720451
"39",309.181722848639
"40",314.203283662158
"41",314.203283662158
"42",302.085530163413
"43",309.031387736515
"44",315.037136905815
"45",314.190156259948
"46",314.937461380205
"47",315.695083857943
"48",315.695083857943
"49",314.702306575731
"50",315.162832533323
"51",315.820176033085
"52",315.674955879637
"53",315.972011596954
"54",315.972011596954
"55",315.081915826695
"56",315.748303933333
"57",315.748303933333
"58",303.038481970033
"59",311.562268971204
"60",309.529291650322
"61",314.971097596926
"62",314.25961111072
"63",315.528723323253
"64",315.528723323253
"65",283.47926628337
"66",295.576944141968
"67",308.164274616095
"68",311.45638571241
"69",314.235496652468
"70",311.912251842058
"71",313.456543675439
"72",315.41721456811
"73",315.41721456811
"74",312.504737773108
"75",313.831719678616
"76",315.435467749815
"77",314.8809787255
"78",315.62138507356
"79",315.21938360548
"80",315.74374917086
"81",315.74374917086
"82",313.770083678443
"83",315.386835324514
"84",314.77172004183
"85",315.572439151941
"86",315.29291190031
"87",315.85739196813
"88",315.85739196813
"89",311.558884784591
"90",314.31154606249
"91",312.236941832
"92",314.552175726434
"93",314.552175726434
"94",305.796199431928
"95",312.581825913595
"96",308.666083842139
"97",311.144614396292
"98",314.369854365051
"99",314.369854365051
"100",310.901585041674
"101",314.196981502409
"102",314.196981502409
"103",299.663608240935
"104",313.577390769516
"105",313.577390769516
"106",275.266646180979
"107",285.375650344459
"108",308.304294699858
"109",296.792519515781
"110",303.142160932035
"111",305.578724234865
"112",306.515348828009
"113",308.291865364161
"114",310.602319402074
"115",312.732343909542
"116",314.934001268167
"117",314.020327728744
"118",315.366972458756
"119",314.790898253896
"120",315.258966152978
"121",315.505039076968
"122",315.584499833766
"123",315.86766889838
"124",315.623287848131
"125",315.876331358154
"126",315.876331358154
"127",315.839399171933
"128",315.792414866587
"129",315.174730212033
"130",315.715964946776
"131",315.715964946776
"132",312.506465696895
"133",314.762734899983
"134",313.486093757694
"135",314.179849296591
"136",314.798208742941
"137",315.362850039854
"138",315.757270369908
"139",315.94072324861
"140",316.041436064561
"141",316.003903058591
"142",316.071867558408
"143",316.071867558408
"144",316.009587594188
"145",315.861763686976
"146",315.634411620731
"147",314.586046339647
"148",314.799431806496
"149",314.931336441598
"150",315.568384189727
"151",315.044351023356
"152",315.581737069073
"153",316.058382311761
"154",316.058382311761
"155",315.17921339505
"156",315.297810959372
"157",315.746570620375
"158",315.447274657244
"159",315.542027931303
"160",315.620936410664
"161",315.905348134543
"162",315.905348134543
"163",315.83617495996
"164",315.689470223302
"165",315.975517560111
"166",315.975517560111
"167",315.691550895894
"168",315.395655090014
"169",315.984223702926
"170",315.984223702926
"171",315.129740175401
"172",315.82700879513
"173",315.82700879513
"174",314.683011820256
"175",315.766480236884
"176",315.766480236884
"177",309.690970176079
"178",311.710243220072
"179",314.7465249178
"180",313.324004490134
"181",313.759338066125
"182",314.874289389941
"183",315.915490143779
"184",315.915490143779
"185",315.10723264543
"186",314.98129588664
"187",312.74553407873
"188",314.967434633493
"189",315.557733356373
"190",316.012053089271
"191",316.012053089271
"192",315.663623050373
"193",315.470881810742
"194",309.47150804691
"195",313.196037561633
"196",315.476923362371
"197",314.96056758125
"198",315.181440473527
"199",315.24282649866
"200",315.476826332262
"201",315.895470054911
"202",315.895470054911
"203",315.279240060782
"204",315.712917665473
"205",315.337567398454
"206",315.647664782447
"207",316.002227565742
"208",316.002227565742
"209",315.762122499999
"210",315.679247659791
"211",315.385195759201
"212",315.653298636256
"213",315.906955508398
"214",315.81848045421
"215",316.024042126801
"216",316.024042126801
"217",315.865598767916
"218",311.314045744121
"219",313.499704454907
"220",315.685908114947
"221",315.685908114947
"222",311.633423739108
"223",312.002494877982
"224",312.587085894372
"225",313.878342592606
"226",315.409381974973
"227",315.409381974973
"228",313.252160577645
"229",313.839095609587
"230",314.42817460515
"231",314.958911288925
"232",315.415047565784
"233",315.713256920629
"234",315.992480836885
"235",315.992480836885
"236",315.836369802868
"237",315.583756777183
"238",315.992170594766
"239",315.992170594766
"240",315.414236255711
"241",314.640872440553
"242",315.596193423881
"243",315.596193423881
"244",314.46301041896
"245",315.750193383092
"246",315.405003992103
"247",315.787750943581
"248",315.490319234691
"249",315.830213471685
"250",315.830213471685
"251",313.168148315531
"252",314.335895879422
"253",314.938888452405
"254",315.732461804121
"255",315.483322010161
"256",315.877961316667
"257",315.877961316667
"258",315.372057562305
"259",314.151315040319
"260",314.508073166324
"261",314.99062811757
"262",315.351427904914
"263",315.574363591584
"264",315.700818005068
"265",315.959975326747
"266",315.959975326747
"267",315.661879152148
"268",315.742789513339
"269",315.777133921093
"270",315.840516592496
"271",315.996910827013
"272",315.996910827013
"273",315.892331892562
"274",316.047094326567
"275",316.047094326567
"276",315.935512963225
"277",315.922987914694
"278",315.586330461744
"279",315.625059541521
"280",315.876718122352
"281",315.876718122352
"282",315.868971271498
"283",315.391952109688
"284",315.876832250818
"285",315.876832250818
"286",314.850097368671
"287",314.918337186579
"288",315.049465680117
"289",315.18594063081
"290",315.695693365073
"291",315.695693365073
"292",315.639259773914
"293",315.519335791901
"294",316.062438040472
"295",316.062438040472
"296",314.88211726489
"297",315.538582179196
"298",315.538582179196
"299",315.031833424345
"300",315.954443417729
"301",315.954443417729
"302",314.313137990707
"303",306.622095555983
"304",311.215763572777
"305",314.027332348199
