original.name;bio4_Mean
Carex_abrupta|CAL|spm00002224;6163.530303
Carex_abscondita|MRY|spm00000676;7706.757225
Carex_acaulis|CLS|spm00000518;4537.833333
Carex_acidicola|ALA|spm00000658;7158.2
Carex_acuta|ITA|spm00003084;7865.463381
Carex_acutiformis|TVL|spm00002122;6557.939424
Carex_adelostoma|ASK|spm00001619;7769.853168
Carex_adusta|ABT|spm00002072;11335.44324
Carex_aestivalis|PEN|spm00000681;8037.45614
Carex_aethiopica|CPP|spm00004365;2853.391304
Carex_agastachys|AUT|spm00001197;5075.5
Carex_aggregata|KTY|spm00000685;9386.309353
Carex_alata|ALA|spm00000687;7932.033557
Carex_alatauensis|AFG|spm00003401;7352.055556
Carex_alba|SPA|spm00000584;7455.330275
Carex_albata|JAP|spm00005254;8525.743802
Carex_albicans_var_emmonsii|DEL|spm00000699;8665.502994
Carex_albolutescens|OKL|spm00000694;7498.560847
Carex_albonigra|ASK|spm00001621;8734
Carex_albula|NZ|NCBI_AUTHOR_Gardner_304;4256.538462
Carex_albursina|KTY|spm00001384;9676.129683
Carex_alopecoidea|ILL|spm00001728;11048.73889
Carex_alopecuroides|KOR|spm00000321;5927.966667
Carex_amphibola|ALA|spm00000654;8609.474638
Carex_angustata|CAL|spm00000713;6820.411765
Carex_annectens|ALA|spm00000730;8930.008021
Carex_anthoxanthea|WAS|spm00001568;6240.340136
Carex_aperta|BRC|spm00001842;6868.21519
Carex_appalachica|MAS|spm00000721;8876.771084
Carex_appendiculata|KHA|spm00006476;12799.04545
Carex_appropinquata|GER|spm00002248;7410.808589
Carex_aquatilis_var_aquatilis|NFL|spm00001485;8407.301146
Carex_aquatilis_var_dives||NCBI_Janeway_2155;5466.477941
Carex_aquatilis_var_minor||NCBI_Bennett_893;11557.96219
Carex_arcta|ASK|spm00000710;9048.641509
Carex_arctata|WIS|spm00000731;10378.13291
Carex_arctiformis|BRC|spm00001851;4723.928571
Carex_arctogena|CAL|NCBI_CAL_55;8245.963934
Carex_arenaria|DEL|spm00000733;5436.865557
Carex_argunensis|KHA|spm00006472;14711.08571
Carex_argyrantha|MRY|spm00000734;9524.736842
Carex_arisanensis|TAI|spm00006420;3739.619048
Carex_arnellii|SWE|spm00003783;12749.8
Carex_assiniboinensis|MAN|spm00000722;12225.25532
Carex_astricta||spm00004420;3446.382716
Carex_asturica|SPA|spm00004385;5152.847826
Carex_asynchrona|MXE|spm00000257;2813.666667
Carex_aterrima_ssp_aterrima|CZE|spm00007989;13508.03333
Carex_aterrima_ssp_medwedewii|TCS|spm00003468;6992.189189
Carex_atherodes|BRC|spm00001849;10778.78223
Carex_athrostachya|CAL|spm00000727;7396.289017
Carex_atlantica_ssp_atlantica|FLA|spm00000718;8138.030864
Carex_atlantica_ssp_capillacea|PEN|spm00005432;7941.097436
Carex_atrata|AUT|spm00007990;6165.582617
Carex_atratiformis|ABT|spm00001751;10580.65272
Carex_atrofusca|ASK|spm00001654;9215.365541
Carex_aucklandica||spm00004410;2885.8
Carex_augustinowiczii|SAK|spm00007995;9699.989362
Carex_aurea||spm00000767;10012.86441
Carex_auriculata|KOR|spm00000345;11914.25714
Carex_austroalpina|SPA|spm00000535;6000.032258
Carex_austrocaroliniana|NCA|spm00001729;7404.448276
Carex_austrocompacta|TDC|spm00005930;2511.27551
Carex_baccans||spm00007862;3430.305882
Carex_backii|BRC|spm00002007;10883.50761
Carex_baldensis|SWI|spm00005242;6507.304348
Carex_banksiana|NZ|spm00005085;3299.59633
Carex_bebbii|MAN|spm00000745;10403.09346
Carex_bella|COL|spm00001721;7077.576577
Carex_bequaertii_ssp_bequaertii|KEN|spm00000176;900.6
Carex_berggrenii|NZ|NCBI_AUTHOR_Gardner_327;4096.355556
Carex_bicknellii|INI|spm00000744;10099.4
Carex_bicolor|ASK|spm00001622;8277.904762
Carex_bigelowii_ssp_bigelowii|QUE|spm00006479;10726.40444
Carex_bigelowii_ssp_lugens|ASK|spm00000742;13413.17225
Carex_binervis|FRA|spm00004357;4728.197531
Carex_blanda|TEN|spm00001819;9300.6719
Carex_blepharicarpa|KOR|spm00000323;8562.133829
Carex_bohemica|FIN|spm00002276;7793.89701
Carex_bolanderi|CAL|spm00001414;6122.143713
Carex_bonanzensis|ASK|spm00001820;14951.48148
Carex_bonatiana|EHM|spm00005907;5673.03125
Carex_boottiana|JAP|NCBI_Waterway_3657;6133.4
Carex_borbonica|REU|spm00004353;2103.833333
Carex_borealipolaris|MNT|spm00001831;13289.09868
Carex_boryana|REU|spm00004377;1982.444444
Carex_bostrychostigma|JAP|spm00003784;8792.125
Carex_brachyanthera|NWG|spm00007129;763.3333333
