generation,rank_1,rank_2,swapAccepted
1000,2,3,1
2000,2,3,1
3000,1,4,0
4000,1,2,1
5000,2,3,1
6000,1,3,1
7000,1,2,1
8000,3,4,1
9000,1,2,1
10000,1,4,1
11000,1,4,1
12000,1,3,1
13000,1,2,1
14000,1,2,1
15000,3,4,1
16000,2,3,1
17000,1,3,1
18000,1,2,1
19000,2,4,1
20000,1,3,1
21000,1,2,1
22000,2,4,0
23000,1,2,1
24000,2,4,0
25000,1,3,1
26000,2,4,1
27000,3,4,1
28000,1,2,1
29000,2,3,1
30000,3,4,1
31000,1,4,0
32000,3,4,1
33000,1,2,1
34000,2,4,1
35000,1,4,0
36000,1,3,1
37000,2,4,0
38000,3,4,0
39000,2,4,0
40000,2,4,1
41000,1,2,1
42000,1,2,1
43000,1,3,1
44000,1,2,0
45000,1,3,1
46000,1,2,1
47000,2,4,1
48000,1,2,1
49000,1,2,0
50000,1,2,0
51000,2,4,1
52000,2,3,1
53000,3,4,1
54000,1,2,1
55000,2,4,1
56000,1,2,0
57000,1,4,1
58000,2,3,1
59000,1,4,1
60000,2,3,1
61000,2,3,1
62000,1,4,1
63000,2,3,1
64000,2,3,1
65000,2,3,1
66000,1,4,1
67000,1,4,0
68000,2,4,1
69000,2,4,1
70000,2,4,1
71000,2,3,1
72000,2,3,1
73000,1,3,1
74000,1,3,1
75000,1,3,1
76000,1,4,1
77000,1,3,1
78000,1,3,1
79000,3,4,1
80000,3,4,1
81000,2,3,1
82000,1,4,1
83000,2,3,1
84000,1,3,1
85000,1,2,1
86000,1,3,1
87000,3,4,0
88000,1,3,0
89000,2,3,0
90000,3,4,1
91000,1,3,0
92000,2,4,1
93000,2,4,1
94000,2,4,0
95000,2,4,1
96000,1,2,1
97000,1,3,1
98000,3,4,1
99000,3,4,1
100000,2,3,1
101000,1,2,1
102000,3,4,1
103000,3,4,1
104000,2,4,0
105000,1,4,1
106000,1,2,1
107000,3,4,0
108000,2,3,1
109000,3,4,0
110000,1,2,1
111000,1,3,1
112000,1,2,0
113000,1,2,1
114000,1,2,1
115000,1,2,1
116000,1,3,0
117000,2,3,0
118000,2,4,0
119000,2,4,0
120000,2,4,0
121000,2,4,1
122000,1,3,1
123000,2,3,0
124000,2,3,1
125000,1,2,1
126000,1,4,1
127000,2,4,1
128000,1,2,1
129000,1,2,1
130000,2,3,1
131000,2,4,1
132000,1,4,1
133000,2,3,1
134000,2,4,0
135000,3,4,1
136000,1,4,1
137000,1,3,1
138000,1,3,1
139000,2,4,0
140000,3,4,1
141000,1,2,1
142000,1,4,0
143000,1,4,0
144000,2,4,0
145000,1,3,1
146000,1,2,1
147000,1,2,1
148000,2,3,1
149000,1,4,1
150000,1,4,1
151000,2,3,1
152000,2,4,1
153000,2,4,1
154000,1,3,1
155000,1,4,1
156000,3,4,1
157000,3,4,0
158000,1,2,1
159000,2,4,1
160000,2,3,1
161000,1,3,0
162000,2,4,0
163000,1,4,0
164000,2,4,1
165000,2,4,1
166000,1,2,1
167000,1,4,0
168000,2,3,1
169000,1,2,1
170000,2,3,1
171000,2,3,1
172000,2,3,1
173000,1,4,1
174000,3,4,1
175000,2,3,1
176000,2,3,1
177000,1,4,1
178000,1,3,1
179000,1,4,1
180000,1,2,1
181000,2,4,0
182000,1,2,1
183000,3,4,0
184000,1,2,1
185000,1,3,1
186000,1,2,1
187000,2,4,1
188000,1,2,1
189000,1,4,1
190000,2,3,1
191000,2,4,1
192000,2,4,1
193000,1,3,1
194000,1,2,0
195000,1,2,1
196000,2,4,1
197000,3,4,1
198000,3,4,1
199000,3,4,1
200000,2,4,1
201000,1,4,1
202000,1,4,1
203000,2,3,1
204000,1,3,1
205000,2,4,1
206000,3,4,1
207000,1,4,1
208000,1,4,1
209000,2,3,1
210000,1,4,1
211000,1,4,1
212000,3,4,1
213000,2,3,1
214000,1,3,0
215000,1,3,1
216000,2,3,1
217000,2,4,0
218000,2,4,0
219000,1,3,1
220000,3,4,1
221000,3,4,1
222000,2,3,1
223000,3,4,1
224000,2,4,1
225000,2,4,0
226000,3,4,1
227000,2,3,1
228000,2,4,0
229000,1,2,1
230000,1,3,1
231000,2,3,1
232000,1,3,0
233000,1,2,1
234000,2,4,1
235000,1,2,1
236000,2,3,1
237000,1,2,1
238000,3,4,1
239000,2,4,1
240000,2,4,1
241000,3,4,0
242000,2,4,1
243000,2,4,0
244000,3,4,0
245000,1,3,1
246000,3,4,1
247000,2,4,1
248000,2,3,0
249000,1,4,1
250000,2,3,0
251000,2,4,1
252000,3,4,1
253000,1,3,0
254000,2,4,0
255000,2,3,0
256000,1,2,1
257000,1,2,1
258000,3,4,1
259000,1,2,1
260000,2,4,1
261000,2,3,1
262000,2,4,1
263000,1,3,1
264000,2,3,1
265000,1,4,0
266000,2,3,1
267000,2,3,1
268000,1,3,1
269000,1,2,1
270000,1,2,1
271000,2,3,0
272000,2,4,1
273000,3,4,1
274000,1,3,1
275000,2,4,1
276000,2,4,1
277000,2,4,1
278000,1,3,1
279000,1,3,1
280000,1,3,1
281000,1,4,0
282000,1,4,0
283000,1,4,0
284000,1,4,0
285000,2,4,0
286000,1,2,1
287000,1,3,1
288000,1,3,1
289000,3,4,1
290000,1,3,1
291000,3,4,1
292000,3,4,1
293000,1,2,1
294000,3,4,1
295000,2,4,1
296000,2,4,0
297000,1,4,0
298000,1,4,1
299000,1,4,1
300000,3,4,1
301000,1,2,1
302000,3,4,1
303000,2,3,1
304000,3,4,1
305000,1,2,1
306000,3,4,1
307000,2,4,0
308000,1,4,0
309000,1,3,0
310000,2,4,1
311000,1,4,1
312000,1,4,1
313000,1,3,1
314000,1,2,1
315000,1,2,1
316000,2,4,1
317000,1,4,1
318000,2,3,0
319000,1,4,1
320000,1,2,1
321000,1,4,0
322000,1,4,0
323000,3,4,1
324000,3,4,1
325000,2,4,1
326000,1,4,1
327000,3,4,1
328000,3,4,0
329000,1,4,1
330000,1,3,1
331000,2,4,1
332000,2,3,1
333000,3,4,1
334000,1,3,1
335000,1,3,1
336000,3,4,1
337000,1,2,1
338000,1,2,1
339000,3,4,0
340000,3,4,0
341000,2,3,1
342000,2,3,1
343000,3,4,1
344000,3,4,1
345000,2,3,1
346000,1,2,1
347000,3,4,1
348000,2,3,0
349000,2,3,1
350000,3,4,1
351000,1,3,0
352000,1,3,0
353000,1,4,1
354000,2,4,1
355000,1,2,1
356000,2,4,0
357000,2,4,0
358000,2,4,0
359000,2,3,1
360000,2,4,1
361000,2,3,1
362000,1,3,1
363000,3,4,1
364000,2,3,1
365000,3,4,1
366000,3,4,1
367000,2,4,1
368000,2,3,1
369000,3,4,1
370000,3,4,1
371000,3,4,1
372000,1,4,1
373000,1,4,0
374000,1,3,1
375000,1,4,1
376000,1,2,1
377000,2,3,1
378000,1,3,0
379000,3,4,1
380000,1,3,0
381000,3,4,1
382000,1,2,1
383000,3,4,1
384000,1,3,1
385000,1,4,1
386000,2,3,1
387000,1,4,1
388000,3,4,1
389000,2,3,1
390000,2,3,1
391000,2,3,1
392000,3,4,1
393000,3,4,1
394000,3,4,1
395000,1,3,1
396000,1,2,1
397000,1,2,1
398000,1,3,0
399000,1,3,1
400000,2,3,1
401000,2,4,1
402000,3,4,1
403000,2,3,1
404000,1,4,0
405000,2,3,1
406000,1,2,0
407000,1,4,0
408000,3,4,1
409000,1,3,0
